Unnamed: 0,Campaign,Channel,Last_dt,Start time,Duration,Spot type,Promotion,Pos. Block 1,Spots Block 1,Title,TVR,Date_dt,Start_dt,End_dt,hour_of_day,quarter_id,advertiser_id,break_id,position_in_break,channel,base_rate,prime_premium,pos1,pos2,pos3,pos_last,adv_premium,position_premium,total_premium,revenue_ils,is_target_channel,include_as_media,competitor_flag
408,2024-10 -  מיקסקארד,קשת 12,02/11/2024,,14,פרסומת,ספוט,5,10,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
409,2024-07 - שסטוביץ' - ריו מרה — ריו מרה אינסלטיסמה,קשת 12,02/11/2024,,15,פרסומת,ספוט,6,10,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
410,"2024-10 - קופ""ח מכבי - מכבי שירותי בריאות — קמפיין השקה מכבי",קשת 12,02/11/2024,,82,פרסומת,ספוט,7,10,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
411,2024-10 - בנק יהב,קשת 12,02/11/2024,,30,פרסומת,ספוט,8,10,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
412,"2024-10 - קופ""ח כללית - כללית — רופא ילדים און-ליין",קשת 12,02/11/2024,,67,פרסומת,ספוט,9,10,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
413,2024-09 - יד 2,קשת 12,02/11/2024,,20,פרסומת,ספוט,99,10,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
414,12+ קמפיין אפליקציה,קשת 12,02/11/2024,,7,פרומו,פרומו,0,0,,,,,,,,12+,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
415,פ-אולפן שישי קשת,קשת 12,02/11/2024,,35,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
416,פ-מאסטר שף נבחרת החלומות,קשת 12,02/11/2024,,41,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
417,פ-אולפן שישי,קשת 12,02/11/2024,,17,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
418,2024-10 - הבורסה לניירות ערך — TASE+ השקה 2024,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
419,2024-10 - הבורסה לניירות ערך — TASE+ השקה 2024,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
420,2024-10 - מקדונלדס — מק' ציקן חזר,קשת 12,02/11/2024,,42,פרסומת,ספוט,1,1,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
421,פ-רותם אבוהב סטנדאפ ילדים זה מצחיק,קשת 12,02/11/2024,,32,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
422,"2024-10 - קופ""ח כללית - כללית — רופא ילדים און-ליין",קשת 12,02/11/2024,,67,פרסומת,ספוט,1,20,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
423,2024-02 - אול'גובס - אולג'ובס — קמפיין מחפשי עבודה - פברואר,קשת 12,02/11/2024,,25,פרסומת,ספוט,2,20,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
424,2024-10 - מפעל הפיס — קמפיין חכם,קשת 12,02/11/2024,,36,פרסומת,ספוט,3,20,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
425,2024-09 - רשת דינמיקה - דינמיקה סלולר,קשת 12,02/11/2024,,36,פרסומת,ספוט,4,20,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
426,2024-10 - פרי טיוי — מוקדנית 2,קשת 12,02/11/2024,,55,פרסומת,ספוט,5,20,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
427,2024-02 - טבע — טבע אקמול,קשת 12,02/11/2024,,16,פרסומת,ספוט,6,20,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
428,2024-10 - קרביץ — קרביץ- מבצע סטודנטים,קשת 12,02/11/2024,,8,פרסומת,ספוט,7,20,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
429,2024-05 - משולחן לשולחן לקט ישראל - לקט ישראל,קשת 12,02/11/2024,,20,פרסומת,ספוט,8,20,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
430,2024-10 - גוגל — - שופינג איי אל,קשת 12,02/11/2024,,15,פרסומת,ספוט,9,20,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
431,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,,6,פרסומת,ספוט,10,20,,,,,,,,Reckitt,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
432,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,,26,פרסומת,ספוט,11,20,,,,,,,,מאקו,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
433,2024-10 -  מיקסקארד,קשת 12,02/11/2024,,14,פרסומת,ספוט,12,20,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
434,מאקו V1 (יוני 2024),קשת 12,02/11/2024,,30,פרסומת,ספוט,13,20,,,,,,,,מאקו,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
435,איזי משתלם (ספטמבר 2024),קשת 12,02/11/2024,,22,פרסומת,ספוט,14,20,,,,,,,,איזי,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
436,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,,12,פרסומת,ספוט,15,20,,,,,,,,מאקו,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
437,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,,6,פרסומת,ספוט,16,20,,,,,,,,Reckitt,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
438,2024-09 - יד 2,קשת 12,02/11/2024,,20,פרסומת,ספוט,17,20,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
439,"2024-10 - קופ""ח מאוחדת - מאוחדת — מאוחדת ג'וניור",קשת 12,02/11/2024,,38,פרסומת,ספוט,18,20,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
440,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,,6,פרסומת,ספוט,19,20,,,,,,,,Reckitt,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
441,2024-10 - צ׳רי - צ'רי — חשמלית סנס,קשת 12,02/11/2024,,28,פרסומת,ספוט,99,20,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
442,פ-ארץ נהדרת עונה 22,קשת 12,02/11/2024,,76,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
443,פ-מאסטר שף נבחרת החלומות,קשת 12,02/11/2024,,37,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
444,"2024-10 - קופ""ח מאוחדת - מאוחדת — מאוחדת ג'וניור",קשת 12,02/11/2024,,32,פרסומת,ספוט,1,19,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
445,2024-03 - פלייכארד - פליי קארד,קשת 12,02/11/2024,,30,פרסומת,ספוט,2,19,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
446,2024-02 - טבע — טבע אקמול,קשת 12,02/11/2024,,16,פרסומת,ספוט,3,19,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
447,2024-10 -  מנו ספנות,קשת 12,02/11/2024,,18,פרסומת,ספוט,4,19,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
448,2024-10 -  מיקסקארד,קשת 12,02/11/2024,,14,פרסומת,ספוט,5,19,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
449,2024-10 - בנק יהב,קשת 12,02/11/2024,,30,פרסומת,ספוט,6,19,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
450,2024-07 - שסטוביץ' - ריו מרה — ריו מרה אינסלטיסמה,קשת 12,02/11/2024,,15,פרסומת,ספוט,7,19,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
451,2024-10 - ישראכרט — ישראכרט - אחרי החגים,קשת 12,02/11/2024,,15,פרסומת,ספוט,8,19,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
452,2024-10 - קומי כרטיסים,קשת 12,02/11/2024,,28,פרסומת,ספוט,9,19,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
453,2024-10 - פרי טיוי — מוקדנית 2,קשת 12,02/11/2024,,55,פרסומת,ספוט,10,19,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
454,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,,26,פרסומת,ספוט,11,19,,,,,,,,מאקו,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
455,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,,6,פרסומת,ספוט,12,19,,,,,,,,Reckitt,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
456,מאקו V1 (יוני 2024),קשת 12,02/11/2024,,30,פרסומת,ספוט,13,19,,,,,,,,מאקו,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
457,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,,6,פרסומת,ספוט,14,19,,,,,,,,Reckitt,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
458,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,,12,פרסומת,ספוט,15,19,,,,,,,,מאקו,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
459,רוש פרמצבטיקה עיניים (יוני 2023),קשת 12,02/11/2024,,31,פרסומת,ספוט,16,19,,,,,,,,רוש,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
460,איזי משתלם (ספטמבר 2024),קשת 12,02/11/2024,,22,פרסומת,ספוט,17,19,,,,,,,,איזי,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
461,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,,6,פרסומת,ספוט,18,19,,,,,,,,Reckitt,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
462,2024-09 - יד 2,קשת 12,02/11/2024,,20,פרסומת,ספוט,99,19,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
463,פ-הכוכב הבא 11,קשת 12,02/11/2024,,60,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
464,פ-רותם אבוהב סטנדאפ ילדים זה מצחיק,קשת 12,02/11/2024,,32,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
465,2024-10 - צ׳רי - צ'רי — חשמלית סנס,קשת 12,02/11/2024,,28,פרסומת,ספוט,1,15,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
466,"2024-10 - קופ""ח מכבי - מכבי שירותי בריאות — קמפיין השקה מכבי",קשת 12,02/11/2024,,70,פרסומת,ספוט,2,15,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
467,2024-03 - פלייכארד - פליי קארד,קשת 12,02/11/2024,,30,פרסומת,ספוט,3,15,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
468,2024-09 - יד 2,קשת 12,02/11/2024,,20,פרסומת,ספוט,4,15,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
469,2024-10 -  מנו ספנות,קשת 12,02/11/2024,,20,פרסומת,ספוט,5,15,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
470,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,,26,פרסומת,ספוט,6,15,,,,,,,,מאקו,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
471,2024-10 - פרי טיוי — מוקדנית 2,קשת 12,02/11/2024,,55,פרסומת,ספוט,7,15,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
472,מאקו V1 (יוני 2024),קשת 12,02/11/2024,,30,פרסומת,ספוט,8,15,,,,,,,,מאקו,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
473,רוש פרמצבטיקה עיניים (יוני 2023),קשת 12,02/11/2024,,31,פרסומת,ספוט,9,15,,,,,,,,רוש,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
474,אני גיטרה וחברים 30 שנה בלי בני אמדורסקי הופעה (נובמבר 2024),קשת 12,02/11/2024,,25,פרסומת,ספוט,10,15,,,,,,,,אני,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
475,2024-08 - לוריאל - רויטליפט — רויטליפט לייזר פילר,קשת 12,02/11/2024,,22,פרסומת,ספוט,11,15,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
476,איזי משתלם (ספטמבר 2024),קשת 12,02/11/2024,,22,פרסומת,ספוט,12,15,,,,,,,,איזי,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
477,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,,12,פרסומת,ספוט,13,15,,,,,,,,מאקו,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
478,2024-10 -  מיקסקארד,קשת 12,02/11/2024,,14,פרסומת,ספוט,14,15,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
479,2024-10 - גוגל — - שופינג איי אל,קשת 12,02/11/2024,,15,פרסומת,ספוט,99,15,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
480,פ-חדשות סוף השבוע,קשת 12,02/11/2024,,32,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
481,פ-ארץ נהדרת עונה 22,קשת 12,02/11/2024,,43,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
482,2024-03 - פלייכארד - פליי קארד,קשת 12,02/11/2024,,49,פרסומת,ספוט,1,1,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
483,2024-09 - נטוויז'ן - סלקום,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
484,2024-10 - ישראכרט — ישראכרט - אחרי החגים,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
485,2024-10 - קבוצת עזריאלי - פאלאס דיור מוגן,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
486,2024-09 - נטוויז'ן - סלקום,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
487,2024-10 - ישראכרט — ישראכרט - אחרי החגים,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
488,2024-10 - קבוצת עזריאלי - פאלאס דיור מוגן,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
489,פ-מאסטר שף נבחרת החלומות,קשת 12,02/11/2024,,41,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
490,2024-10 - צ׳רי - צ'רי — חשמלית סנס,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
491,2024-10 - גוגל — - שופינג איי אל,קשת 12,02/11/2024,,6,חסות,ספוט,0,0,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
492,2024-10 - מפעל הפיס — קמפיין חכם,קשת 12,02/11/2024,,52,פרסומת,ספוט,1,18,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
493,2024-10 - כאל — כאל - קמפיין הלוואות נובמבר 24,קשת 12,02/11/2024,,24,פרסומת,ספוט,2,18,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
494,"2024-10 - קופ""ח מאוחדת - מאוחדת — מאוחדת ג'וניור",קשת 12,02/11/2024,,38,פרסומת,ספוט,3,18,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
495,2024-02 - אול'גובס - אולג'ובס — קמפיין מחפשי עבודה - פברואר,קשת 12,02/11/2024,,25,פרסומת,ספוט,4,18,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
496,2024-03 - פלייכארד - פליי קארד,קשת 12,02/11/2024,,30,פרסומת,ספוט,5,18,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
497,"2024-10 - קופ""ח מכבי - מכבי שירותי בריאות — קמפיין השקה מכבי",קשת 12,02/11/2024,,82,פרסומת,ספוט,6,18,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
498,2024-10 - צ׳רי - צ'רי — חשמלית סנס,קשת 12,02/11/2024,,28,פרסומת,ספוט,7,18,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
499,2024-07 - שסטוביץ' - ריו מרה — ריו מרה אינסלטיסמה,קשת 12,02/11/2024,,15,פרסומת,ספוט,8,18,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
500,2024-10 - בנק יהב,קשת 12,02/11/2024,,30,פרסומת,ספוט,9,18,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
501,2024-10 - ישראכרט — ישראכרט - אחרי החגים,קשת 12,02/11/2024,,15,פרסומת,ספוט,10,18,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
502,2024-10 -  מנו ספנות,קשת 12,02/11/2024,,18,פרסומת,ספוט,11,18,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
503,2024-06 - פרוקטר & גמבל - אריאל ולנור,קשת 12,02/11/2024,,32,פרסומת,ספוט,12,18,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
504,2024-02 - טבע — טבע אקמול,קשת 12,02/11/2024,,16,פרסומת,ספוט,13,18,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
505,2024-09 - יד 2,קשת 12,02/11/2024,,20,פרסומת,ספוט,14,18,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
506,2023-01 - פרוקטר & גמבל - אולוויז,קשת 12,02/11/2024,,20,פרסומת,ספוט,15,18,,,,,,,,2023,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
507,2024-10 - מקדונלדס — מק' ציקן חזר,קשת 12,02/11/2024,,42,פרסומת,ספוט,16,18,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
508,2024-05 - משולחן לשולחן לקט ישראל - לקט ישראל,קשת 12,02/11/2024,,20,פרסומת,ספוט,17,18,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
509,"2024-10 - קופ""ח כללית - כללית — רופא ילדים און-ליין",קשת 12,02/11/2024,,67,פרסומת,ספוט,99,18,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
510,פ-החיים הם תקופה קשה,קשת 12,02/11/2024,,8,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
511,פ-ארץ נהדרת עונה 22,קשת 12,02/11/2024,,34,פרומו,פרומו,0,0,,,,,,,,פ,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
512,2024-08 - לוריאל - רויטליפט — רויטליפט לייזר פילר,קשת 12,02/11/2024,,22,פרסומת,ספוט,1,14,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
513,"2024-10 - קופ""ח כללית - כללית — רופא ילדים און-ליין",קשת 12,02/11/2024,,67,פרסומת,ספוט,2,14,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
514,2024-10 - גוגל — - שופינג איי אל,קשת 12,02/11/2024,,15,פרסומת,ספוט,3,14,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
515,2024-09 - רשת דינמיקה - דינמיקה סלולר,קשת 12,02/11/2024,,36,פרסומת,ספוט,4,14,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
516,פריסבי ניסאן קשקאי אורן סמדג'ה (ספטמבר 2024),קשת 12,02/11/2024,,15,פרסומת,ספוט,5,14,,,,,,,,פריסבי,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
517,2024-10 - מפעל הפיס — קמפיין חכם,קשת 12,02/11/2024,,36,פרסומת,ספוט,6,14,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
518,2024-10 - כאל — כאל - קמפיין הלוואות נובמבר 24,קשת 12,02/11/2024,,18,פרסומת,ספוט,7,14,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
519,2024-02 - פרוקטר & גמבל - פיירי,קשת 12,02/11/2024,,31,פרסומת,ספוט,8,14,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
520,פרוקטר אולוויז דיסקריט מחליפה (דצמבר 2021),קשת 12,02/11/2024,,19,פרסומת,ספוט,9,14,,,,,,,,פרוקטר,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
521,2024-06 - פרוקטר & גמבל - אורל בי,קשת 12,02/11/2024,,30,פרסומת,ספוט,10,14,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
522,2024-05 - פרוקטר & גמבל - פנטן,קשת 12,02/11/2024,,20,פרסומת,ספוט,11,14,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
523,2023-01 - פרוקטר & גמבל - אולוויז,קשת 12,02/11/2024,,30,פרסומת,ספוט,12,14,,,,,,,,2023,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
524,2024-10 - קומי כרטיסים,קשת 12,02/11/2024,,28,פרסומת,ספוט,13,14,,,,,,,,2024,,,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,,,,TRUE,TRUE,FALSE
