break_id,channel,channel_name,len_min,dur_touched_min,len_bin,ordinal,prog_key,cluster,hour,daypart,gap_prev_min,gap_next_min,norm_s,norm_c,norm_g,norm_raw,start_minute_in_qh
5048,רשת 13,Other_middle_long,12.1,13,7-13,1.0,"('רשת 13', '2024-11-19', 83)","('רשת 13', '2024-11-19', 83)",21,late_evening,25,18,0.7634428082953599,0.7568532435345704,0.7698987016253515,8.233333333333334,10
5049,רשת 13,Other_first_long,6.733333333333333,8,5-7,1.0,"('רשת 13', '2024-11-19', 85)","('רשת 13', '2024-11-19', 85)",22,late_evening,18,33,0.8262095068892519,0.6702808417562109,0.8262095068892519,7.199999999999999,10
5050,רשת 13,Other_first_long,8.033333333333333,9,7-13,1.0,"('רשת 13', '2024-11-19', 88)","('רשת 13', '2024-11-19', 88)",23,late_evening,33,1,0.5555942965554516,0.5391620327807592,0.547907081634472,3.9666666666666663,5
5052,רשת 13,Other_first_long,5.916666666666667,7,5-7,1.0,"('רשת 13', '2024-11-19', 90)","('רשת 13', '2024-11-19', 90)",23,late_evening,28,1,1.1409800185753831,1.0361288397649044,1.1409800185753831,4.466666666666666,12
5054,רשת 13,Other_first_long,7.883333333333334,9,7-13,1.0,"('רשת 13', '2024-11-20', 0)","('רשת 13', '2024-11-20', 0)",0,overnight,29,17,1.0449168833111189,1.0049741139700155,1.044430567035329,2.3666666666666667,5
5056,רשת 13,Other_first_standard,2.8833333333333333,4,2.5-3.5,1.0,"('רשת 13', '2024-11-20', 1)","('רשת 13', '2024-11-20', 1)",0,overnight,16,35,0.838571812916398,0.7975879976265756,0.8329232558659717,1.5,0
5058,רשת 13,Other_first_long,5.05,6,5-7,1.0,"('רשת 13', '2024-11-20', 3)","('רשת 13', '2024-11-20', 3)",1,overnight,31,51,1.0681983146874552,1.0904471901927373,1.0735893016311586,1.5333333333333332,8
5059,רשת 13,Other_last_long,3.2,4,2.5-3.5,1.0,"('רשת 13', '2024-11-20', 6)","('רשת 13', '2024-11-20', 6)",2,overnight,51,20,0.8922178774026546,0.9153562531141007,0.9023154403570647,0.8000000000000002,4
5060,רשת 13,Other_middle_standard,2.9833333333333334,4,2.5-3.5,1.0,"('רשת 13', '2024-11-20', 8)","('רשת 13', '2024-11-20', 8)",2,overnight,20,22,1.1081002242381848,1.1267459202744952,1.109793966308925,0.9,12
5061,רשת 13,Other_first_long,3.466666666666667,4,2.5-3.5,1.0,"('רשת 13', '2024-11-20', 10)","('רשת 13', '2024-11-20', 10)",3,overnight,22,20,0.8860801484832513,0.888877831406567,0.893517304514785,0.5,7
5062,רשת 13,Other_middle_long,3.15,4,2.5-3.5,2.0,"('רשת 13', '2024-11-20', 10)","('רשת 13', '2024-11-20', 10)",3,overnight,20,104,1.1392551468887346,1.166326299069662,1.1335156071998178,0.5,0
5063,רשת 13,Other_middle_standard,1.8,3,1.5-2.5,1.0,"('רשת 13', '2024-11-20', 16)","('רשת 13', '2024-11-20', 16)",5,overnight,104,53,1.7150321112395297,1.7872109895564847,1.746301654704195,0.5,2
5064,רשת 13,PrimeShow1_first_standard,2.3833333333333333,3,1.5-2.5,1.0,"('רשת 13', '2024-11-20', 20)","('רשת 13', '2024-11-20', 20)",6,morning,53,1,1.2471756514594536,1.247674241268873,1.2494087020016826,1.0333333333333334,12
5066,רשת 13,Other_first_standard,1.6,3,1.5-2.5,1.0,"('רשת 13', '2024-11-20', 22)","('רשת 13', '2024-11-20', 22)",7,morning,54,1,0.98607367475292,0.9319673864969329,0.9794462815275886,1.5666666666666667,10
5068,רשת 13,Other_first_standard,1.9,3,1.5-2.5,3.0,"('רשת 13', '2024-11-20', 22)","('רשת 13', '2024-11-20', 22)",7,morning,17,6,0.8258928571428573,0.8223123825007158,0.8046409254746566,1.2333333333333334,6
5071,רשת 13,Other_middle_short,0.2,1,lt1.5,6.0,"('רשת 13', '2024-11-20', 22)","('רשת 13', '2024-11-20', 22)",8,morning,23,11,0.873947518416173,1.0412846246003984,0.8722902650796388,1.5333333333333332,8
5072,רשת 13,Other_middle_short,0.2,2,lt1.5,7.0,"('רשת 13', '2024-11-20', 22)","('רשת 13', '2024-11-20', 22)",8,morning,23,10,0.873947518416173,1.0412846246003984,0.8722902650796388,1.5333333333333332,8
5073,רשת 13,Other_middle_standard,1.6333333333333333,3,1.5-2.5,8.0,"('רשת 13', '2024-11-20', 22)","('רשת 13', '2024-11-20', 22)",8,morning,10,1,1.360998828907106,1.1591020265548568,1.328170067472767,2.3333333333333335,4
5076,רשת 13,Other_middle_long,8.833333333333334,10,7-13,11.0,"('רשת 13', '2024-11-20', 22)","('רשת 13', '2024-11-20', 22)",8,morning,12,18,1.1232065447799011,1.0062572991579077,1.1232065447799011,1.8666666666666665,10
5077,רשת 13,Other_last_short,0.3,1,lt1.5,12.0,"('רשת 13', '2024-11-20', 22)","('רשת 13', '2024-11-20', 22)",9,morning,18,1,0.778098552515044,0.7637317786518859,0.7781741068953093,1.3333333333333333,7
5079,רשת 13,Other_last_long,8.116666666666667,9,7-13,14.0,"('רשת 13', '2024-11-20', 22)","('רשת 13', '2024-11-20', 22)",9,morning,3,32,1.0230702368592608,0.9855338575419799,1.0230702368592608,1.7,11
5080,רשת 13,Other_first_long,8.55,9,7-13,1.0,"('רשת 13', '2024-11-20', 32)","('רשת 13', '2024-11-20', 32)",9,morning,32,6,0.7417589410716557,0.7096334206188724,0.7448621383047613,1.2,6
5081,רשת 13,Other_first_short,0.3,2,lt1.5,2.0,"('רשת 13', '2024-11-20', 32)","('רשת 13', '2024-11-20', 32)",10,morning,6,19,1.03449128853781,1.0295830033789881,1.0394377092412823,1.7,5
5083,רשת 13,Other_middle_long,7.966666666666667,9,7-13,4.0,"('רשת 13', '2024-11-20', 32)","('רשת 13', '2024-11-20', 32)",10,morning,19,11,0.8466026726896292,0.8418076424774017,0.8497562995677455,1.3,10
5084,רשת 13,Other_middle_standard,1.75,3,1.5-2.5,5.0,"('רשת 13', '2024-11-20', 32)","('רשת 13', '2024-11-20', 32)",10,morning,11,22,0.8387122633477668,0.8727587953788566,0.8417327116553759,1.3,14
5086,רשת 13,Other_middle_short,0.3,1,lt1.5,7.0,"('רשת 13', '2024-11-20', 32)","('רשת 13', '2024-11-20', 32)",11,morning,16,28,0.8811403508771929,0.8399306161932237,0.8513661066373949,1.3999999999999997,8
5087,רשת 13,Other_middle_short,0.3,2,lt1.5,8.0,"('רשת 13', '2024-11-20', 32)","('רשת 13', '2024-11-20', 32)",11,morning,16,27,0.8811403508771929,0.8399306161932237,0.8513661066373949,1.3999999999999997,8
5088,רשת 13,Other_last_standard,1.95,3,1.5-2.5,9.0,"('רשת 13', '2024-11-20', 32)","('רשת 13', '2024-11-20', 32)",11,morning,27,28,0.9782639516871227,0.9544977207802061,0.9811243635864363,1.5,6
5090,רשת 13,News_last_short,0.3,1,lt1.5,1.0,"('רשת 13', '2024-11-20', 41)","('רשת 13', '2024-11-20', 41)",12,afternoon,21,1,1.0375275938189845,0.9701638677048513,0.9962758235060637,1.5666666666666667,6
5092,רשת 13,Other_middle_long,6.066666666666666,7,5-7,1.0,"('רשת 13', '2024-11-20', 44)","('רשת 13', '2024-11-20', 44)",12,afternoon,18,17,0.9157776640554266,0.9315204026983034,0.9300997949283571,1.1666666666666667,10
5093,רשת 13,Other_middle_short,1.4,3,lt1.5,1.0,"('רשת 13', '2024-11-20', 46)","('רשת 13', '2024-11-20', 46)",12,afternoon,17,16,0.78125,0.7581148268377579,0.7686053347285137,1.0,3
5094,רשת 13,News_last_short,0.3,2,lt1.5,1.0,"('רשת 13', '2024-11-20', 48)","('רשת 13', '2024-11-20', 48)",13,afternoon,16,6,0.7531216601956195,0.7089100193838682,0.7141850983453342,0.9666666666666667,6
5096,רשת 13,Other_first_short,1.35,2,lt1.5,1.0,"('רשת 13', '2024-11-20', 52)","('רשת 13', '2024-11-20', 52)",13,afternoon,5,52,0.6024410134111826,0.6132634575569358,0.5917116713884736,0.7666666666666666,13
5098,רשת 13,News_last_short,0.3,1,lt1.5,1.0,"('רשת 13', '2024-11-20', 55)","('רשת 13', '2024-11-20', 55)",14,afternoon,46,31,0.49273449077599046,0.5138314967860422,0.4956144042610384,0.6999999999999998,6
5099,רשת 13,News_last_short,0.3,2,lt1.5,2.0,"('רשת 13', '2024-11-20', 55)","('רשת 13', '2024-11-20', 55)",14,afternoon,46,30,0.49273449077599046,0.5138314967860422,0.4956144042610384,0.6999999999999998,6
5100,רשת 13,Other_middle_short,1.2333333333333334,2,lt1.5,1.0,"('רשת 13', '2024-11-20', 58)","('רשת 13', '2024-11-20', 58)",14,afternoon,30,1,0.7407407407407408,0.741970527111279,0.7531930186570562,1.2,7
5102,רשת 13,Other_first_long,6.116666666666666,7,5-7,1.0,"('רשת 13', '2024-11-20', 61)","('רשת 13', '2024-11-20', 61)",15,afternoon,67,29,0.9326717882585648,0.9283492289199328,0.9302807486631016,1.7,7
5104,רשת 13,Other_middle_long,7.966666666666667,9,7-13,1.0,"('רשת 13', '2024-11-20', 62)","('רשת 13', '2024-11-20', 62)",16,afternoon,28,40,0.8007936420763931,0.8014701345180798,0.807675076235301,1.8,12
5106,רשת 13,Other_middle_long,7.3,8,7-13,1.0,"('רשת 13', '2024-11-20', 64)","('רשת 13', '2024-11-20', 64)",17,early_evening,39,1,0.5862350309251216,0.5917325408223949,0.5857915719450774,1.7333333333333334,0
5108,רשת 13,Other_first_standard,1.6666666666666667,3,1.5-2.5,1.0,"('רשת 13', '2024-11-20', 66)","('רשת 13', '2024-11-20', 66)",17,early_evening,29,33,0.8464696423350552,0.8296853496645381,0.8389133243993493,2.8000000000000003,8
5109,רשת 13,News_middle_long,6.933333333333334,8,5-7,1.0,"('רשת 13', '2024-11-20', 67)","('רשת 13', '2024-11-20', 67)",18,early_evening,33,24,0.8738664468260513,0.8350480909873688,0.8715801634188424,3.533333333333333,13
5111,רשת 13,PrimeShow2_first_long,8.033333333333333,9,7-13,1.0,"('רשת 13', '2024-11-20', 69)","('רשת 13', '2024-11-20', 69)",18,early_evening,22,38,1.0498688069400917,1.02412491233437,1.0450938026612966,4.7,14
5112,רשת 13,Other_first_standard,2.0166666666666666,3,1.5-2.5,1.0,"('רשת 13', '2024-11-20', 72)","('רשת 13', '2024-11-20', 72)",19,early_evening,5,37,1.190538069430705,1.12736582568936,1.139972220785418,7.066666666666666,6
5113,רשת 13,News_middle_long,6.1,7,5-7,1.0,"('רשת 13', '2024-11-20', 73)","('רשת 13', '2024-11-20', 73)",20,late_evening,11,17,1.3350610793207494,1.2633921665114582,1.3350610793207494,8.033333333333333,11
5114,רשת 13,News_last_short,0.7833333333333333,1,lt1.5,2.0,"('רשת 13', '2024-11-20', 73)","('רשת 13', '2024-11-20', 73)",21,late_evening,17,1,1.1300397501419648,1.0281556399029104,1.093463612706923,6.633333333333333,4
5116,רשת 13,News_last_standard,1.5,3,lt1.5,4.0,"('רשת 13', '2024-11-20', 73)","('רשת 13', '2024-11-20', 73)",21,late_evening,19,1,1.114337217864968,1.0998065093948621,1.114337217864968,7.6000000000000005,14
5117,רשת 13,Other_middle_long,10.283333333333333,12,7-13,1.0,"('רשת 13', '2024-11-20', 80)","('רשת 13', '2024-11-20', 80)",22,late_evening,38,18,1.4073646264860216,1.356827381654561,1.4045022853772287,14.333333333333334,10
5118,רשת 13,Other_last_long,9.6,11,7-13,2.0,"('רשת 13', '2024-11-20', 80)","('רשת 13', '2024-11-20', 80)",22,late_evening,18,4,1.545175197427995,1.3831158123318008,1.4842494631023981,14.266666666666666,9
5119,רשת 13,Other_first_long,8.816666666666666,10,7-13,1.0,"('רשת 13', '2024-11-20', 85)","('רשת 13', '2024-11-20', 85)",23,late_evening,11,1,1.2998793232959625,1.2576779207453679,1.2766351498030044,9.333333333333334,4
5121,רשת 13,Other_last_long,4.9,6,3.5-5,1.0,"('רשת 13', '2024-11-20', 87)","('רשת 13', '2024-11-20', 87)",23,late_evening,38,15,1.5148801030987793,1.4956618597400952,1.5172745737623374,5.1000000000000005,7
5122,רשת 13,Other_first_long,4.1,5,3.5-5,1.0,"('רשת 13', '2024-11-21', 0)","('רשת 13', '2024-11-21', 0)",0,overnight,15,3,1.3249639440741163,1.3082163682950603,1.3249639440741163,3.5,12
5125,רשת 13,Other_middle_long,6.433333333333334,8,5-7,1.0,"('רשת 13', '2024-11-21', 1)","('רשת 13', '2024-11-21', 1)",0,overnight,25,63,0.9994320235452058,0.9338291143140801,0.9976106405083532,1.8,14
5126,רשת 13,Other_last_long,4.516666666666667,5,3.5-5,1.0,"('רשת 13', '2024-11-21', 3)","('רשת 13', '2024-11-21', 3)",1,overnight,63,19,0.9296120133446637,0.8949995220733822,0.9203090179198341,1.1,9
5127,רשת 13,Other_first_long,4.633333333333334,6,3.5-5,1.0,"('רשת 13', '2024-11-21', 6)","('רשת 13', '2024-11-21', 6)",2,overnight,19,30,0.3321033210332103,0.3472377020983832,0.33458170402599546,0.3,2
5128,רשת 13,Other_middle_long,5.833333333333333,7,5-7,1.0,"('רשת 13', '2024-11-21', 8)","('רשת 13', '2024-11-21', 8)",2,overnight,30,40,0.3697602404403733,0.36653900660389804,0.36938771012676547,0.26666666666666666,7
5129,רשת 13,Other_middle_long,4.116666666666666,5,3.5-5,1.0,"('רשת 13', '2024-11-21', 10)","('רשת 13', '2024-11-21', 10)",3,overnight,40,96,0.7105654761904762,0.6584774721883514,0.706845238095238,0.3,8
5130,רשת 13,Other_middle_long,5.016666666666667,6,5-7,1.0,"('רשת 13', '2024-11-21', 14)","('רשת 13', '2024-11-21', 14)",5,overnight,96,11,1.530550871718907,1.5259346841625323,1.4929164631167564,0.4666666666666666,3
5131,רשת 13,Other_first_long,3.65,5,3.5-5,1.0,"('רשת 13', '2024-11-21', 16)","('רשת 13', '2024-11-21', 16)",5,overnight,11,5,1.204040404040404,1.2365812566269214,1.2166666666666668,0.4000000000000001,4
5132,רשת 13,Other_first_standard,2.6666666666666665,3,2.5-3.5,1.0,"('רשת 13', '2024-11-21', 17)","('רשת 13', '2024-11-21', 17)",5,overnight,5,30,1.357334307992203,1.2956397732957938,1.3419674236280075,0.6,13
5133,רשת 13,PrimeShow1_first_standard,2.85,4,2.5-3.5,1.0,"('רשת 13', '2024-11-21', 20)","('רשת 13', '2024-11-21', 20)",6,morning,30,51,1.0643926426192774,1.0663508079333914,1.0644147422748624,0.9,0
5135,רשת 13,Other_first_standard,1.8333333333333333,3,1.5-2.5,1.0,"('רשת 13', '2024-11-21', 22)","('רשת 13', '2024-11-21', 22)",7,morning,50,1,1.2569844653210878,1.2078834693997773,1.2596270550590312,2.0,9
5137,רשת 13,Other_first_long,7.066666666666666,8,7-13,3.0,"('רשת 13', '2024-11-21', 22)","('רשת 13', '2024-11-21', 22)",7,morning,17,25,0.8258928571428572,0.8421377363495872,0.8222767512031028,1.2333333333333332,5
5139,רשת 13,Other_middle_standard,1.55,2,1.5-2.5,5.0,"('רשת 13', '2024-11-21', 22)","('רשת 13', '2024-11-21', 22)",8,morning,14,1,0.46692607003891046,0.526950026950027,0.4654545013212756,0.8000000000000002,6
5141,רשת 13,Other_last_long,8.333333333333334,10,7-13,7.0,"('רשת 13', '2024-11-21', 22)","('רשת 13', '2024-11-21', 22)",8,morning,14,14,0.7267018055399799,0.7074620371873254,0.7320255011737228,1.1666666666666667,13
5142,רשת 13,Other_last_short,0.4,1,lt1.5,8.0,"('רשת 13', '2024-11-21', 22)","('רשת 13', '2024-11-21', 22)",9,morning,14,1,0.7180363138903075,0.6974083842894111,0.717998536700175,1.2333333333333334,6
5144,רשת 13,Other_last_long,6.366666666666666,7,5-7,10.0,"('רשת 13', '2024-11-21', 22)","('רשת 13', '2024-11-21', 22)",9,morning,7,1,0.8157671246164995,0.7449180850357231,0.8157671246164995,1.3,14
5146,רשת 13,Other_first_long,6.583333333333333,7,5-7,1.0,"('רשת 13', '2024-11-21', 32)","('רשת 13', '2024-11-21', 32)",9,morning,29,7,1.050103941283781,1.0007814452777761,1.0459205638239288,1.7,7
5148,רשת 13,Other_first_short,0.4,2,lt1.5,3.0,"('רשת 13', '2024-11-21', 32)","('רשת 13', '2024-11-21', 32)",10,morning,5,23,0.7910815735877371,0.7873281790545205,0.794864130596275,1.3,5
5150,רשת 13,Other_middle_long,6.383333333333334,8,5-7,5.0,"('רשת 13', '2024-11-21', 32)","('רשת 13', '2024-11-21', 32)",10,morning,22,18,0.8296943231441047,0.7490065793759365,0.8264819251404733,1.2666666666666666,14
5151,רשת 13,Other_middle_long,4.15,5,3.5-5,6.0,"('רשת 13', '2024-11-21', 32)","('רשת 13', '2024-11-21', 32)",10,morning,18,1,1.2178799303348384,1.1927660179940212,1.2009556621846473,1.8666666666666665,9
5153,רשת 13,Other_middle_short,0.4,1,lt1.5,8.0,"('רשת 13', '2024-11-21', 32)","('רשת 13', '2024-11-21', 32)",11,morning,5,1,0.6741283588718633,0.6589813678413948,0.6615044965209574,1.0666666666666667,5
5155,רשת 13,Other_last_long,8.2,9,7-13,10.0,"('רשת 13', '2024-11-21', 32)","('רשת 13', '2024-11-21', 32)",11,morning,31,19,0.7184332670266174,0.692004160841202,0.7200099210800516,1.1,7
5156,רשת 13,News_last_short,0.4,2,lt1.5,1.0,"('רשת 13', '2024-11-21', 41)","('רשת 13', '2024-11-21', 41)",12,afternoon,19,19,1.0154525386313467,0.9733194321957407,0.9880799655990212,1.5333333333333332,4
5158,רשת 13,PrimeShow1_first_standard,2.183333333333333,3,1.5-2.5,1.0,"('רשת 13', '2024-11-21', 46)","('רשת 13', '2024-11-21', 46)",12,afternoon,18,3,0.7560993489494798,0.7824746148545255,0.7747816172728065,0.9666666666666668,9
5161,רשת 13,News_last_short,0.4,2,lt1.5,1.0,"('רשת 13', '2024-11-21', 49)","('רשת 13', '2024-11-21', 49)",13,afternoon,35,23,0.8608942703439415,0.8000013296028476,0.8082030726709958,1.1,5
5163,רשת 13,Other_middle_standard,1.9,3,1.5-2.5,1.0,"('רשת 13', '2024-11-21', 53)","('רשת 13', '2024-11-21', 53)",13,afternoon,22,33,1.4285714285714282,1.4415395923971095,1.4375401602651874,1.7,14
5165,רשת 13,News_last_short,0.4,1,lt1.5,1.0,"('רשת 13', '2024-11-21', 56)","('רשת 13', '2024-11-21', 56)",14,afternoon,27,1,1.0576923076923077,1.0857684874497575,1.0633687620039716,1.4666666666666668,4
5167,רשת 13,Other_middle_standard,2.05,3,1.5-2.5,1.0,"('רשת 13', '2024-11-21', 59)","('רשת 13', '2024-11-21', 59)",14,afternoon,25,17,1.3989845664966027,1.2589956594922878,1.3973777890015768,2.333333333333333,0
5169,רשת 13,Other_last_long,3.716666666666667,4,3.5-5,3.0,"('רשת 13', '2024-11-21', 59)","('רשת 13', '2024-11-21', 59)",14,afternoon,11,58,0.9358941689902953,0.9115414835451924,0.9340473332355551,1.6333333333333335,4
5170,רשת 13,Other_first_long,4.75,6,3.5-5,1.0,"('רשת 13', '2024-11-21', 63)","('רשת 13', '2024-11-21', 63)",15,afternoon,58,3,1.0484373307333985,1.025975596917431,1.0358054648537658,1.8999999999999997,5
5173,רשת 13,Other_middle_long,7.916666666666667,9,7-13,1.0,"('רשת 13', '2024-11-21', 64)","('רשת 13', '2024-11-21', 64)",16,afternoon,33,39,1.3706981187146763,1.3410849383688206,1.3772106645507698,3.066666666666667,2
5175,רשת 13,Other_middle_long,8.183333333333334,9,7-13,1.0,"('רשת 13', '2024-11-21', 66)","('רשת 13', '2024-11-21', 66)",17,early_evening,38,26,1.570926143024619,1.4725606609419135,1.5779517768301847,4.466666666666666,4
5177,רשת 13,Other_first_standard,1.6666666666666667,2,1.5-2.5,1.0,"('רשת 13', '2024-11-21', 68)","('רשת 13', '2024-11-21', 68)",17,early_evening,24,38,1.1891303641620372,1.16680827492482,1.1790106410133692,3.9333333333333336,8
5178,רשת 13,News_middle_long,8.616666666666667,9,7-13,1.0,"('רשת 13', '2024-11-21', 69)","('רשת 13', '2024-11-21', 69)",18,early_evening,38,1,1.4059286898839138,1.320581384232849,1.3847696060856434,5.633333333333333,2
5180,רשת 13,PrimeShow2_first_long,7.05,8,7-13,1.0,"('רשת 13', '2024-11-21', 71)","('רשת 13', '2024-11-21', 71)",19,early_evening,18,33,1.124456977369283,1.116211745169652,1.092831737047085,5.066666666666666,0
5181,רשת 13,Other_first_standard,1.8833333333333333,3,1.5-2.5,1.0,"('רשת 13', '2024-11-21', 74)","('רשת 13', '2024-11-21', 74)",19,early_evening,9,58,1.2952756658789877,1.234681384684387,1.2563211635431704,7.666666666666667,5
5182,רשת 13,News_middle_long,6.583333333333333,8,5-7,1.0,"('רשת 13', '2024-11-21', 75)","('רשת 13', '2024-11-21', 75)",20,late_evening,58,20,1.1796733212341195,1.1557059670977736,1.1992197865753393,6.5,5
5183,רשת 13,News_last_long,6.483333333333333,7,5-7,2.0,"('רשת 13', '2024-11-21', 75)","('רשת 13', '2024-11-21', 75)",21,late_evening,20,13,1.3720733965996976,1.2613973661373785,1.3717317432141671,7.866666666666667,2
5184,רשת 13,Other_middle_long,10.916666666666666,12,7-13,1.0,"('רשת 13', '2024-11-21', 80)","('רשת 13', '2024-11-21', 80)",22,late_evening,24,17,1.0134722214225187,0.9354013431403901,1.00233159461851,10.833333333333334,1
5185,רשת 13,Other_first_long,6.716666666666667,8,5-7,1.0,"('רשת 13', '2024-11-21', 82)","('רשת 13', '2024-11-21', 82)",22,late_evening,17,32,1.0598497726764993,0.9073649534015317,1.0579641849047456,9.633333333333333,14
5186,רשת 13,Other_first_long,6.716666666666667,8,5-7,1.0,"('רשת 13', '2024-11-21', 84)","('רשת 13', '2024-11-21', 84)",23,late_evening,32,1,0.58601690489,0.5311344261090049,0.58601690489,3.9,8
5188,רשת 13,Other_first_long,5.966666666666667,7,5-7,1.0,"('רשת 13', '2024-11-21', 86)","('רשת 13', '2024-11-21', 86)",23,late_evening,26,35,1.0897449997724633,0.989721839755039,1.0897449997724633,4.266666666666667,12
5190,רשת 13,Other_first_long,6.533333333333333,8,5-7,1.0,"('רשת 13', '2024-11-22', 0)","('רשת 13', '2024-11-22', 0)",0,overnight,32,19,0.699994265552769,0.6747051891901258,0.7018869431616359,1.5,8
5193,רשת 13,Other_middle_long,5.3,7,5-7,1.0,"('רשת 13', '2024-11-22', 2)","('רשת 13', '2024-11-22', 2)",1,overnight,35,71,0.9578847573957598,0.9550228588813643,0.9637963422547132,1.3,13
5194,רשת 13,Other_last_long,4.433333333333334,5,3.5-5,1.0,"('רשת 13', '2024-11-22', 4)","('רשת 13', '2024-11-22', 4)",2,overnight,71,33,0.7563293383447981,0.7628885194294938,0.7532171975377163,0.6,0
5195,רשת 13,Other_middle_standard,1.8666666666666667,3,1.5-2.5,1.0,"('רשת 13', '2024-11-22', 6)","('רשת 13', '2024-11-22', 6)",3,overnight,33,119,0.6428790098620192,0.6316087433257055,0.6428790098620192,0.3,7
5196,רשת 13,PrimeShow1_first_standard,2.4833333333333334,4,1.5-2.5,1.0,"('רשת 13', '2024-11-22', 16)","('רשת 13', '2024-11-22', 16)",6,morning,48,62,1.2099544562730642,1.2120846254215172,1.2135300093655255,1.0,12
5198,רשת 13,Other_first_long,7.066666666666666,8,7-13,1.0,"('רשת 13', '2024-11-22', 18)","('רשת 13', '2024-11-22', 18)",7,morning,61,20,1.076289229061101,1.0734939437952218,1.076289229061101,1.5,2
5199,רשת 13,Other_first_long,6.433333333333334,8,5-7,2.0,"('רשת 13', '2024-11-22', 18)","('רשת 13', '2024-11-22', 18)",7,morning,20,16,1.2134831460674158,1.5118205603714723,1.2509891955619439,1.8,14
5200,רשת 13,Other_middle_long,7.733333333333333,9,7-13,3.0,"('רשת 13', '2024-11-22', 18)","('רשת 13', '2024-11-22', 18)",8,morning,8,18,1.035175076554387,0.9630457713899485,1.0294422536601944,1.8,1
5201,רשת 13,Other_middle_long,7.966666666666667,9,7-13,4.0,"('רשת 13', '2024-11-22', 18)","('רשת 13', '2024-11-22', 18)",8,morning,18,16,1.1585813568293974,1.103089475614228,1.1617064110838118,1.8666666666666665,12
5202,רשת 13,Other_last_short,0.4,1,lt1.5,5.0,"('רשת 13', '2024-11-22', 18)","('רשת 13', '2024-11-22', 18)",9,morning,16,11,1.0478715914580292,1.0186974328309832,1.0478715914580292,1.8,6
5203,רשת 13,Other_last_short,0.4,2,lt1.5,6.0,"('רשת 13', '2024-11-22', 18)","('רשת 13', '2024-11-22', 18)",9,morning,16,10,1.0478715914580292,1.0186974328309832,1.0478715914580292,1.8,6
5204,רשת 13,Other_last_long,5.916666666666667,7,5-7,7.0,"('רשת 13', '2024-11-22', 18)","('רשת 13', '2024-11-22', 18)",9,morning,10,11,1.2657798018536275,1.117195540891007,1.2778870631798194,1.9000000000000001,2
5206,רשת 13,Other_last_long,8.183333333333334,10,7-13,9.0,"('רשת 13', '2024-11-22', 18)","('רשת 13', '2024-11-22', 18)",9,morning,9,23,1.1922677313651702,1.1938498170254246,1.18092545085054,1.8666666666666665,4
5207,רשת 13,Other_first_short,0.4,1,lt1.5,1.0,"('רשת 13', '2024-11-22', 29)","('רשת 13', '2024-11-22', 29)",10,morning,23,1,1.0792082195791588,1.0590045538855921,1.0799235392007966,1.7666666666666666,6
5209,רשת 13,Other_first_standard,1.7666666666666666,3,1.5-2.5,3.0,"('רשת 13', '2024-11-22', 29)","('רשת 13', '2024-11-22', 29)",10,morning,25,31,0.9789712986643933,0.8124585070792888,0.9811087905828745,1.5,2
5211,רשת 13,Other_middle_short,0.4,1,lt1.5,5.0,"('רשת 13', '2024-11-22', 29)","('רשת 13', '2024-11-22', 29)",11,morning,24,1,1.2428603153453255,1.214307903479441,1.2189336393919727,1.9666666666666668,5
5213,רשת 13,Other_last_long,9.25,10,7-13,7.0,"('רשת 13', '2024-11-22', 29)","('רשת 13', '2024-11-22', 29)",11,morning,20,31,1.3146551724137931,1.302182387573369,1.3103121449476998,2.033333333333333,11
5214,רשת 13,News_last_short,0.4,1,lt1.5,1.0,"('רשת 13', '2024-11-22', 36)","('רשת 13', '2024-11-22', 36)",12,afternoon,31,1,1.1258278145695364,1.0515472687603833,1.0812926281029343,1.7,6
5216,רשת 13,Other_middle_long,5.433333333333334,6,5-7,1.0,"('רשת 13', '2024-11-22', 39)","('רשת 13', '2024-11-22', 39)",12,afternoon,26,1,0.7978761028650977,0.82652566331902,0.7978985885551152,1.0,3
5218,רשת 13,Other_first_standard,1.5666666666666667,3,1.5-2.5,1.0,"('רשת 13', '2024-11-22', 41)","('רשת 13', '2024-11-22', 41)",12,afternoon,10,14,0.7049640394105504,0.6674911153476478,0.6965503531430608,0.9,5
5219,רשת 13,News_last_short,0.4,1,lt1.5,1.0,"('רשת 13', '2024-11-22', 43)","('רשת 13', '2024-11-22', 43)",13,afternoon,14,11,0.9350775849240384,0.8813063148792897,0.8868873206695959,1.2,6
5220,רשת 13,News_last_short,0.4,2,lt1.5,2.0,"('רשת 13', '2024-11-22', 43)","('רשת 13', '2024-11-22', 43)",13,afternoon,14,10,0.9350775849240384,0.8813063148792897,0.8868873206695959,1.2,6
5221,רשת 13,Other_middle_standard,2.9,4,2.5-3.5,1.0,"('רשת 13', '2024-11-22', 46)","('רשת 13', '2024-11-22', 46)",13,afternoon,10,22,0.8847312509909625,0.8841888429084092,0.8793275146932938,1.1,2
5222,רשת 13,Other_middle_long,5.25,7,5-7,1.0,"('רשת 13', '2024-11-22', 48)","('רשת 13', '2024-11-22', 48)",13,afternoon,22,16,1.0760143883537199,1.0330865231088222,1.0865799066209711,1.3999999999999997,12
5223,רשת 13,News_last_short,0.4,1,lt1.5,1.0,"('רשת 13', '2024-11-22', 50)","('רשת 13', '2024-11-22', 50)",14,afternoon,16,1,0.7211538461538461,0.7406110314082119,0.7252908080775199,1.0,4
