channel,channel_name,start_min,end_min,break_seconds,len_min,num_spots,program_type,break_position,break_length,ordinal,prog_key,gap_prev_min,gap_next_min,measured,title,shed
רשת 13,Other_first_standard,2024-11-22 10:32:00,2024-11-22 10:34:00,106.0,1.7666666666666666,7,Other,first,standard,3.0,"('רשת 13', '2024-11-22', 29)",25.0,0.0,0,,
רשת 13,Other_first_long,2024-11-22 10:34:00,2024-11-22 10:41:00,404.0,6.733333333333333,21,Other,first,long,4.0,"('רשת 13', '2024-11-22', 29)",0.0,24.0,0,,
רשת 13,Other_middle_short,2024-11-22 11:05:00,2024-11-22 11:05:00,24.0,0.4,4,Other,middle,short,5.0,"('רשת 13', '2024-11-22', 29)",24.0,1.0,0,,
רשת 13,Other_middle_short,2024-11-22 11:06:00,2024-11-22 11:06:00,24.0,0.4,4,Other,middle,short,6.0,"('רשת 13', '2024-11-22', 29)",1.0,20.0,0,,
רשת 13,Other_last_long,2024-11-22 11:26:00,2024-11-22 11:35:00,555.0,9.25,27,Other,last,long,7.0,"('רשת 13', '2024-11-22', 29)",20.0,31.0,1,פותחים שישי,0.06454491236369608
רשת 13,News_last_short,2024-11-22 12:06:00,2024-11-22 12:06:00,24.0,0.4,4,News,last,short,1.0,"('רשת 13', '2024-11-22', 36)",31.0,1.0,0,,
רשת 13,News_last_short,2024-11-22 12:07:00,2024-11-22 12:07:00,24.0,0.4,4,News,last,short,2.0,"('רשת 13', '2024-11-22', 36)",1.0,26.0,0,,
רשת 13,Other_middle_long,2024-11-22 12:33:00,2024-11-22 12:38:00,326.0,5.433333333333334,16,Other,middle,long,1.0,"('רשת 13', '2024-11-22', 39)",26.0,1.0,0,,
רשת 13,Other_last_standard,2024-11-22 12:39:00,2024-11-22 12:40:00,91.0,1.5166666666666666,6,Other,last,standard,2.0,"('רשת 13', '2024-11-22', 39)",1.0,10.0,0,,
רשת 13,Other_first_standard,2024-11-22 12:50:00,2024-11-22 12:52:00,94.0,1.5666666666666667,3,Other,first,standard,1.0,"('רשת 13', '2024-11-22', 41)",10.0,14.0,1,,-0.1109204627857652
רשת 13,News_last_short,2024-11-22 13:06:00,2024-11-22 13:06:00,24.0,0.4,4,News,last,short,1.0,"('רשת 13', '2024-11-22', 43)",14.0,0.0,0,,
רשת 13,News_last_short,2024-11-22 13:06:00,2024-11-22 13:07:00,24.0,0.4,4,News,last,short,2.0,"('רשת 13', '2024-11-22', 43)",0.0,10.0,0,,
רשת 13,Other_middle_standard,2024-11-22 13:17:00,2024-11-22 13:20:00,174.0,2.9,4,Other,middle,standard,1.0,"('רשת 13', '2024-11-22', 46)",10.0,22.0,1,המצעד המשפטי ש.ח,-0.046350868137872266
רשת 13,Other_middle_long,2024-11-22 13:42:00,2024-11-22 13:48:00,315.0,5.25,15,Other,middle,long,1.0,"('רשת 13', '2024-11-22', 48)",22.0,16.0,1,ביוטי בלנדר,0.19585951304944427
רשת 13,News_last_short,2024-11-22 14:04:00,2024-11-22 14:04:00,24.0,0.4,4,News,last,short,1.0,"('רשת 13', '2024-11-22', 50)",16.0,1.0,0,,
רשת 13,News_last_short,2024-11-22 14:05:00,2024-11-22 14:05:00,24.0,0.4,4,News,last,short,2.0,"('רשת 13', '2024-11-22', 50)",1.0,39.0,0,,
רשת 13,Other_first_standard,2024-11-22 14:44:00,2024-11-22 14:46:00,98.0,1.6333333333333333,6,Other,first,standard,1.0,"('רשת 13', '2024-11-22', 53)",39.0,0.0,0,,
רשת 13,Other_middle_long,2024-11-22 14:46:00,2024-11-22 14:51:00,301.0,5.016666666666667,15,Other,middle,long,2.0,"('רשת 13', '2024-11-22', 53)",0.0,39.0,0,,
רשת 13,Other_last_long,2024-11-22 15:30:00,2024-11-22 15:35:00,325.0,5.416666666666667,18,Other,last,long,3.0,"('רשת 13', '2024-11-22', 53)",39.0,1.0,0,,
רשת 13,Other_last_short,2024-11-22 15:36:00,2024-11-22 15:37:00,51.0,0.85,7,Other,last,short,4.0,"('רשת 13', '2024-11-22', 53)",1.0,58.0,0,,
רשת 13,Other_middle_long,2024-11-22 16:35:00,2024-11-22 16:40:00,342.0,5.7,20,Other,middle,long,1.0,"('רשת 13', '2024-11-22', 56)",58.0,1.0,0,,
רשת 13,Other_last_short,2024-11-22 16:41:00,2024-11-22 16:42:00,65.0,1.0833333333333333,9,Other,last,short,2.0,"('רשת 13', '2024-11-22', 56)",1.0,23.0,0,,
רשת 13,News_last_short,2024-11-22 17:05:00,2024-11-22 17:05:00,24.0,0.4,4,News,last,short,1.0,"('רשת 13', '2024-11-22', 59)",23.0,1.0,0,,
רשת 13,News_last_short,2024-11-22 17:06:00,2024-11-22 17:06:00,25.0,0.4166666666666667,4,News,last,short,2.0,"('רשת 13', '2024-11-22', 59)",1.0,28.0,0,,
רשת 13,Other_middle_long,2024-11-22 17:34:00,2024-11-22 17:41:00,400.0,6.666666666666667,28,Other,middle,long,1.0,"('רשת 13', '2024-11-22', 62)",28.0,49.0,1,המגזין עם נגה ניר נאמן,0.7009073343710281
רשת 13,Other_first_long,2024-11-22 18:30:00,2024-11-22 18:37:00,423.0,7.05,25,Other,first,long,1.0,"('רשת 13', '2024-11-22', 64)",49.0,1.0,0,,
רשת 13,Other_middle_short,2024-11-22 18:38:00,2024-11-22 18:39:00,72.0,1.2,10,Other,middle,short,2.0,"('רשת 13', '2024-11-22', 64)",1.0,49.0,0,,
רשת 13,Other_last_long,2024-11-22 19:28:00,2024-11-22 19:33:00,303.0,5.05,18,Other,last,long,3.0,"('רשת 13', '2024-11-22', 64)",49.0,67.0,1,עושים שישי עם אריק וייס,0.04826161849422652
רשת 13,Other_middle_long,2024-11-22 20:40:00,2024-11-22 20:46:00,383.0,6.383333333333334,20,Other,middle,long,1.0,"('רשת 13', '2024-11-22', 67)",67.0,14.0,1,זמן שישי עם נטעלי,-0.18854333485180552
רשת 13,Other_middle_long,2024-11-22 21:00:00,2024-11-22 21:05:00,330.0,5.5,13,Other,middle,long,2.0,"('רשת 13', '2024-11-22', 67)",14.0,52.0,1,זמן שישי עם נטעלי,0.00492317304917729
רשת 13,Other_first_long,2024-11-22 21:57:00,2024-11-22 22:05:00,455.0,7.583333333333333,18,Other,first,long,1.0,"('רשת 13', '2024-11-22', 73)",52.0,15.0,1,,0.08832752319440698
רשת 13,Other_middle_long,2024-11-22 22:20:00,2024-11-22 22:27:00,388.0,6.466666666666667,20,Other,middle,long,1.0,"('רשת 13', '2024-11-22', 74)",15.0,44.0,1,פאסוורד עונה 2,0.047584865059333514
רשת 13,Other_first_long,2024-11-22 23:11:00,2024-11-22 23:17:00,332.0,5.533333333333333,13,Other,first,long,1.0,"('רשת 13', '2024-11-22', 77)",44.0,32.0,1,נבסו עונה 2 ש.ח,-0.026062327848939817
רשת 13,Other_first_standard,2024-11-22 23:49:00,2024-11-22 23:51:00,100.0,1.6666666666666667,4,Other,first,standard,1.0,"('רשת 13', '2024-11-22', 79)",32.0,0.0,0,,
רשת 13,Other_first_long,2024-11-22 23:51:00,2024-11-22 23:56:00,272.0,4.533333333333333,9,Other,first,long,2.0,"('רשת 13', '2024-11-22', 79)",0.0,14.0,0,,
רשת 13,News_last_short,2024-11-23 00:10:00,2024-11-23 00:10:00,24.0,0.4,4,News,last,short,1.0,"('רשת 13', '2024-11-23', 0)",14.0,1.0,0,,
רשת 13,Other_middle_long,2024-11-23 00:11:00,2024-11-23 00:19:00,458.0,7.633333333333334,25,Other,middle,long,,,1.0,17.0,0,,
רשת 13,Other_first_long,2024-11-23 00:36:00,2024-11-23 00:40:00,244.0,4.066666666666666,6,Other,first,long,1.0,"('רשת 13', '2024-11-23', 4)",17.0,22.0,1,משחקי השף עונה 7 ש.ח,0.005409868539207004
רשת 13,Other_middle_long,2024-11-23 01:02:00,2024-11-23 01:05:00,183.0,3.05,5,Other,middle,long,2.0,"('רשת 13', '2024-11-23', 4)",22.0,51.0,1,המקור - עונה 23 ש.ח,0.3840449531889021
רשת 13,Other_last_long,2024-11-23 01:56:00,2024-11-23 01:59:00,210.0,3.5,9,Other,last,long,1.0,"('רשת 13', '2024-11-23', 7)",51.0,26.0,1,המגזין עם נגה ניר נאמן ש.ח,0.06889252025756479
רשת 13,Other_middle_long,2024-11-23 02:25:00,2024-11-23 02:28:00,199.0,3.316666666666667,5,Other,middle,long,1.0,"('רשת 13', '2024-11-23', 10)",26.0,62.0,1,פותחים שישי ש.ח,-0.15544350482956323
רשת 13,Other_middle_long,2024-11-23 03:30:00,2024-11-23 03:33:00,201.0,3.35,5,Other,middle,long,1.0,"('רשת 13', '2024-11-23', 13)",62.0,34.0,1,ויטרינה - כל מה שחדש ש.ח,-0.03851567208061508
רשת 13,Other_middle_long,2024-11-23 04:07:00,2024-11-23 04:10:00,201.0,3.35,6,Other,middle,long,1.0,"('רשת 13', '2024-11-23', 15)",34.0,85.0,1,המצעד המשפטי ש.ח,0.12576938728903383
רשת 13,Other_middle_standard,2024-11-23 05:35:00,2024-11-23 05:37:00,157.0,2.6166666666666667,4,Other,middle,standard,1.0,"('רשת 13', '2024-11-23', 19)",85.0,39.0,1,מילון היופי ש.ח,0.18012616623051902
רשת 13,Other_middle_standard,2024-11-23 06:16:00,2024-11-23 06:19:00,177.0,2.95,7,Other,middle,standard,1.0,"('רשת 13', '2024-11-23', 21)",39.0,0.0,0,,
רשת 13,Other_middle_short,2024-11-23 06:19:00,2024-11-23 06:20:00,12.0,0.2,2,Other,middle,short,2.0,"('רשת 13', '2024-11-23', 21)",0.0,34.0,0,,
רשת 13,Other_middle_long,2024-11-23 06:54:00,2024-11-23 06:57:00,181.0,3.0166666666666666,5,Other,middle,long,1.0,"('רשת 13', '2024-11-23', 23)",34.0,20.0,0,,
רשת 13,Other_last_short,2024-11-23 07:17:00,2024-11-23 07:19:00,76.0,1.2666666666666666,3,Other,last,short,2.0,"('רשת 13', '2024-11-23', 23)",20.0,0.0,0,,
רשת 13,Other_last_short,2024-11-23 07:19:00,2024-11-23 07:19:00,12.0,0.2,2,Other,last,short,3.0,"('רשת 13', '2024-11-23', 23)",0.0,53.0,0,,
רשת 13,Other_first_long,2024-11-23 08:12:00,2024-11-23 08:19:00,442.0,7.366666666666666,21,Other,first,long,1.0,"('רשת 13', '2024-11-23', 28)",53.0,0.0,0,,
רשת 13,Other_middle_short,2024-11-23 08:19:00,2024-11-23 08:20:00,34.0,0.5666666666666667,5,Other,middle,short,2.0,"('רשת 13', '2024-11-23', 28)",0.0,15.0,0,,
רשת 13,Other_first_long,2024-11-23 08:35:00,2024-11-23 08:39:00,268.0,4.466666666666667,6,Other,first,long,1.0,"('רשת 13', '2024-11-23', 30)",15.0,19.0,1,,-0.19317388162299443
רשת 13,Other_middle_long,2024-11-23 08:58:00,2024-11-23 09:04:00,327.0,5.45,14,Other,middle,long,1.0,"('רשת 13', '2024-11-23', 31)",19.0,0.0,0,,
רשת 13,Other_middle_short,2024-11-23 09:04:00,2024-11-23 09:05:00,45.0,0.75,6,Other,middle,short,2.0,"('רשת 13', '2024-11-23', 31)",0.0,42.0,0,,
רשת 13,Other_middle_long,2024-11-23 09:47:00,2024-11-23 09:51:00,267.0,4.45,6,Other,middle,long,1.0,"('רשת 13', '2024-11-23', 33)",42.0,13.0,1,ויטרינה - כל מה שחדש ש.ח,0.12299360855274176
רשת 13,Other_first_long,2024-11-23 10:04:00,2024-11-23 10:09:00,290.0,4.833333333333333,17,Other,first,long,1.0,"('רשת 13', '2024-11-23', 35)",13.0,17.0,1,,0.21143945901628156
רשת 13,Other_first_long,2024-11-23 10:26:00,2024-11-23 10:29:00,186.0,3.1,11,Other,first,long,1.0,"('רשת 13', '2024-11-23', 36)",17.0,0.0,0,,
רשת 13,Other_first_short,2024-11-23 10:29:00,2024-11-23 10:30:00,24.0,0.4,4,Other,first,short,2.0,"('רשת 13', '2024-11-23', 36)",0.0,15.0,0,,
רשת 13,Other_middle_long,2024-11-23 10:45:00,2024-11-23 10:50:00,268.0,4.466666666666667,6,Other,middle,long,3.0,"('רשת 13', '2024-11-23', 36)",15.0,26.0,1,מילון היופי,0.03186624450150872
רשת 13,Other_first_long,2024-11-23 11:16:00,2024-11-23 11:24:00,427.0,7.116666666666666,24,Other,first,long,1.0,"('רשת 13', '2024-11-23', 39)",26.0,0.0,0,,
רשת 13,Other_last_short,2024-11-23 11:24:00,2024-11-23 11:25:00,71.0,1.1833333333333333,9,Other,last,short,2.0,"('רשת 13', '2024-11-23', 39)",0.0,38.0,0,,
רשת 13,Other_middle_standard,2024-11-23 12:03:00,2024-11-23 12:05:00,117.0,1.95,6,Other,middle,standard,1.0,"('רשת 13', '2024-11-23', 40)",38.0,0.0,0,,
רשת 13,Other_middle_long,2024-11-23 12:05:00,2024-11-23 12:10:00,283.0,4.716666666666667,17,Other,middle,long,2.0,"('רשת 13', '2024-11-23', 40)",0.0,0.0,0,,
רשת 13,Other_middle_short,2024-11-23 12:10:00,2024-11-23 12:11:00,65.0,1.0833333333333333,8,Other,middle,short,3.0,"('רשת 13', '2024-11-23', 40)",0.0,65.0,0,,
רשת 13,Other_first_standard,2024-11-23 13:16:00,2024-11-23 13:18:00,107.0,1.7833333333333334,5,Other,first,standard,1.0,"('רשת 13', '2024-11-23', 43)",65.0,0.0,0,,
רשת 13,Other_first_long,2024-11-23 13:18:00,2024-11-23 13:23:00,299.0,4.983333333333333,15,Other,first,long,2.0,"('רשת 13', '2024-11-23', 43)",0.0,1.0,0,,
רשת 13,Other_last_short,2024-11-23 13:24:00,2024-11-23 13:24:00,24.0,0.4,4,Other,last,short,3.0,"('רשת 13', '2024-11-23', 43)",1.0,21.0,0,,
רשת 13,Other_last_long,2024-11-23 13:45:00,2024-11-23 13:49:00,267.0,4.45,6,Other,last,long,1.0,"('רשת 13', '2024-11-23', 44)",21.0,31.0,1,מכתוב עם אילון בן יוסף ש.ח,-0.4772296743374752
רשת 13,Other_first_standard,2024-11-23 14:20:00,2024-11-23 14:22:00,103.0,1.7166666666666666,5,Other,first,standard,1.0,"('רשת 13', '2024-11-23', 48)",31.0,0.0,0,,
רשת 13,Other_middle_long,2024-11-23 14:22:00,2024-11-23 14:25:00,188.0,3.1333333333333333,12,Other,middle,long,2.0,"('רשת 13', '2024-11-23', 48)",0.0,1.0,0,,
רשת 13,Other_last_short,2024-11-23 14:26:00,2024-11-23 14:27:00,51.0,0.85,7,Other,last,short,3.0,"('רשת 13', '2024-11-23', 48)",1.0,25.0,0,,
רשת 13,Other_middle_short,2024-11-23 14:52:00,2024-11-23 14:53:00,66.0,1.1,2,Other,middle,short,1.0,"('רשת 13', '2024-11-23', 49)",25.0,10.0,1,אבודים עונה 17 ש.ח,0.25753813728614744
רשת 13,Other_last_long,2024-11-23 15:03:00,2024-11-23 15:08:00,286.0,4.766666666666667,18,Other,last,long,2.0,"('רשת 13', '2024-11-23', 49)",10.0,1.0,0,,
רשת 13,Other_last_short,2024-11-23 15:09:00,2024-11-23 15:10:00,65.0,1.0833333333333333,8,Other,last,short,3.0,"('רשת 13', '2024-11-23', 49)",1.0,5.0,0,,
רשת 13,Other_first_long,2024-11-23 15:15:00,2024-11-23 15:20:00,267.0,4.45,6,Other,first,long,1.0,"('רשת 13', '2024-11-23', 52)",5.0,51.0,1,,-0.08152737421369335
רשת 13,Other_last_standard,2024-11-23 16:11:00,2024-11-23 16:13:00,124.0,2.066666666666667,7,Other,last,standard,1.0,"('רשת 13', '2024-11-23', 53)",51.0,1.0,0,,
רשת 13,Other_last_long,2024-11-23 16:14:00,2024-11-23 16:19:00,325.0,5.416666666666667,17,Other,last,long,2.0,"('רשת 13', '2024-11-23', 53)",1.0,1.0,0,,
רשת 13,Other_last_short,2024-11-23 16:20:00,2024-11-23 16:20:00,57.0,0.95,8,Other,last,short,3.0,"('רשת 13', '2024-11-23', 53)",1.0,12.0,0,,
רשת 13,Other_first_standard,2024-11-23 16:32:00,2024-11-23 16:34:00,161.0,2.683333333333333,4,Other,first,standard,1.0,"('רשת 13', '2024-11-23', 55)",12.0,35.0,1,,-0.3776035196398072
רשת 13,News_last_short,2024-11-23 17:09:00,2024-11-23 17:10:00,24.0,0.4,4,News,last,short,1.0,"('רשת 13', '2024-11-23', 57)",35.0,0.0,0,,
רשת 13,News_last_short,2024-11-23 17:10:00,2024-11-23 17:11:00,24.0,0.4,4,News,last,short,2.0,"('רשת 13', '2024-11-23', 57)",0.0,20.0,0,,
רשת 13,Other_middle_long,2024-11-23 17:31:00,2024-11-23 17:39:00,478.0,7.966666666666667,23,Other,middle,long,1.0,"('רשת 13', '2024-11-23', 60)",20.0,7.0,1,משחקי השף עונה 7 ש.ח,0.19813421434883172
רשת 13,Other_last_long,2024-11-23 17:46:00,2024-11-23 17:51:00,309.0,5.15,10,Other,last,long,2.0,"('רשת 13', '2024-11-23', 60)",7.0,8.0,1,משחקי השף עונה 7 ש.ח,-0.32098514241054577
רשת 13,Other_first_short,2024-11-23 17:59:00,2024-11-23 18:00:00,59.0,0.9833333333333333,2,Other,first,short,1.0,"('רשת 13', '2024-11-23', 63)",8.0,1.0,0,,
רשת 13,Other_first_long,2024-11-23 18:01:00,2024-11-23 18:07:00,349.0,5.816666666666666,24,Other,first,long,2.0,"('רשת 13', '2024-11-23', 63)",1.0,0.0,0,,
רשת 13,Other_last_short,2024-11-23 18:07:00,2024-11-23 18:09:00,70.0,1.1666666666666667,9,Other,last,short,3.0,"('רשת 13', '2024-11-23', 63)",0.0,76.0,0,,
רשת 13,Other_middle_standard,2024-11-23 19:25:00,2024-11-23 19:27:00,131.0,2.183333333333333,10,Other,middle,standard,1.0,"('רשת 13', '2024-11-23', 65)",76.0,1.0,0,,
רשת 13,Other_middle_long,2024-11-23 19:28:00,2024-11-23 19:32:00,234.0,3.9,16,Other,middle,long,2.0,"('רשת 13', '2024-11-23', 65)",1.0,16.0,0,,
רשת 13,Other_first_standard,2024-11-23 19:48:00,2024-11-23 19:50:00,113.0,1.8833333333333333,3,Other,first,standard,1.0,"('רשת 13', '2024-11-23', 67)",16.0,43.0,1,,-0.29013856328341503
רשת 13,News_middle_long,2024-11-23 20:33:00,2024-11-23 20:40:00,431.0,7.183333333333334,20,News,middle,long,1.0,"('רשת 13', '2024-11-23', 68)",43.0,17.0,1,מהדורת השבת,-0.10448289459192933
רשת 13,News_last_long,2024-11-23 20:57:00,2024-11-23 21:05:00,472.0,7.866666666666666,21,News,last,long,2.0,"('רשת 13', '2024-11-23', 68)",17.0,17.0,1,מהדורת השבת,-0.13067243893295252
רשת 13,News_last_short,2024-11-23 21:22:00,2024-11-23 21:23:00,12.0,0.2,2,News,last,short,3.0,"('רשת 13', '2024-11-23', 68)",17.0,0.0,0,,
רשת 13,News_last_short,2024-11-23 21:23:00,2024-11-23 21:23:00,12.0,0.2,2,News,last,short,4.0,"('רשת 13', '2024-11-23', 68)",0.0,58.0,0,,
רשת 13,Other_last_long,2024-11-23 22:21:00,2024-11-23 22:32:00,655.0,10.916666666666666,35,Other,last,long,1.0,"('רשת 13', '2024-11-23', 74)",58.0,0.0,0,,
רשת 13,Other_last_short,2024-11-23 22:32:00,2024-11-23 22:34:00,83.0,1.3833333333333333,11,Other,last,short,2.0,"('רשת 13', '2024-11-23', 74)",0.0,14.0,0,,
רשת 13,Other_first_long,2024-11-23 22:48:00,2024-11-23 22:59:00,661.0,11.016666666666667,42,Other,first,long,1.0,"('רשת 13', '2024-11-23', 78)",14.0,11.0,1,,0.6411133654522626
רשת 13,Other_middle_long,2024-11-23 23:10:00,2024-11-23 23:15:00,309.0,5.15,18,Other,middle,long,1.0,"('רשת 13', '2024-11-23', 80)",11.0,25.0,1,מהדורת השבט - עונה 3,0.27409610214216773
רשת 13,Other_first_long,2024-11-23 23:40:00,2024-11-23 23:47:00,460.0,7.666666666666667,30,Other,first,long,1.0,"('רשת 13', '2024-11-23', 82)",25.0,24.0,1,מאחורי הכסף,-0.25430559298559025
רשת 13,Other_first_long,2024-11-24 00:11:00,2024-11-24 00:15:00,236.0,3.933333333333333,11,Other,first,long,1.0,"('רשת 13', '2024-11-24', 0)",24.0,0.0,0,,
רשת 13,Other_middle_standard,2024-11-24 00:15:00,2024-11-24 00:17:00,109.0,1.8166666666666667,6,Other,middle,standard,2.0,"('רשת 13', '2024-11-24', 0)",0.0,1.0,0,,
רשת 13,Other_middle_short,2024-11-24 00:18:00,2024-11-24 00:18:00,45.0,0.75,6,Other,middle,short,3.0,"('רשת 13', '2024-11-24', 0)",1.0,21.0,0,,
רשת 13,Other_first_long,2024-11-24 00:39:00,2024-11-24 00:42:00,197.0,3.283333333333333,6,Other,first,long,1.0,"('רשת 13', '2024-11-24', 2)",21.0,14.0,1,,0.1222124178859484
רשת 13,Other_middle_short,2024-11-24 00:56:00,2024-11-24 00:58:00,66.0,1.1,2,Other,middle,short,1.0,"('רשת 13', '2024-11-24', 3)",14.0,21.0,1,חשודה ש.ח,-0.1753803378316994
רשת 13,Other_first_standard,2024-11-24 01:19:00,2024-11-24 01:21:00,143.0,2.3833333333333333,6,Other,first,standard,1.0,"('רשת 13', '2024-11-24', 5)",21.0,72.0,1,,0.007384827862699929
רשת 13,Other_middle_long,2024-11-24 02:33:00,2024-11-24 02:36:00,207.0,3.45,5,Other,middle,long,1.0,"('רשת 13', '2024-11-24', 9)",72.0,36.0,1,הערב אצל בן בן ברוך ש.ח,0.4458591120376795
רשת 13,Other_middle_long,2024-11-24 03:12:00,2024-11-24 03:16:00,189.0,3.15,5,Other,middle,long,1.0,"('רשת 13', '2024-11-24', 11)",36.0,20.0,1,זום ש.ח,-0.07967807685819285
רשת 13,Other_last_long,2024-11-24 03:36:00,2024-11-24 03:39:00,181.0,3.0166666666666666,5,Other,last,long,2.0,"('רשת 13', '2024-11-24', 11)",20.0,97.0,1,זום ש.ח,-0.02666824708216118
רשת 13,Other_middle_long,2024-11-24 05:16:00,2024-11-24 05:19:00,184.0,3.066666666666667,5,Other,middle,long,1.0,"('רשת 13', '2024-11-24', 17)",97.0,52.0,1,סטטוסקופ ש.ח,0.1284783247731315
רשת 13,PrimeShow1_first_standard,2024-11-24 06:11:00,2024-11-24 06:13:00,135.0,2.25,7,PrimeShow1,first,standard,1.0,"('רשת 13', '2024-11-24', 21)",52.0,1.0,0,,
רשת 13,PrimeShow1_first_short,2024-11-24 06:14:00,2024-11-24 06:14:00,41.0,0.6833333333333333,4,PrimeShow1,first,short,2.0,"('רשת 13', '2024-11-24', 21)",1.0,57.0,0,,
רשת 13,Other_first_short,2024-11-24 07:11:00,2024-11-24 07:12:00,59.0,0.9833333333333333,4,Other,first,short,1.0,"('רשת 13', '2024-11-24', 23)",57.0,1.0,0,,
רשת 13,Other_first_long,2024-11-24 07:13:00,2024-11-24 07:19:00,355.0,5.916666666666667,22,Other,first,long,2.0,"('רשת 13', '2024-11-24', 23)",1.0,25.0,0,,
רשת 13,Other_first_long,2024-11-24 07:44:00,2024-11-24 07:50:00,370.0,6.166666666666667,17,Other,first,long,3.0,"('רשת 13', '2024-11-24', 23)",25.0,1.0,0,,
רשת 13,Other_middle_short,2024-11-24 07:51:00,2024-11-24 07:52:00,65.0,1.0833333333333333,8,Other,middle,short,4.0,"('רשת 13', '2024-11-24', 23)",1.0,19.0,0,,
רשת 13,Other_middle_short,2024-11-24 08:11:00,2024-11-24 08:12:00,58.0,0.9666666666666667,4,Other,middle,short,5.0,"('רשת 13', '2024-11-24', 23)",19.0,1.0,0,,
רשת 13,Other_middle_long,2024-11-24 08:13:00,2024-11-24 08:18:00,327.0,5.45,21,Other,middle,long,6.0,"('רשת 13', '2024-11-24', 23)",1.0,16.0,0,,
רשת 13,Other_middle_long,2024-11-24 08:34:00,2024-11-24 08:41:00,463.0,7.716666666666667,25,Other,middle,long,7.0,"('רשת 13', '2024-11-24', 23)",16.0,27.0,1,העולם הבוקר,-0.19509188043511216
רשת 13,Other_last_short,2024-11-24 09:08:00,2024-11-24 09:08:00,19.0,0.31666666666666665,3,Other,last,short,8.0,"('רשת 13', '2024-11-24', 23)",27.0,1.0,0,,
רשת 13,Other_last_short,2024-11-24 09:09:00,2024-11-24 09:09:00,18.0,0.3,3,Other,last,short,9.0,"('רשת 13', '2024-11-24', 23)",1.0,3.0,0,,
רשת 13,Other_last_long,2024-11-24 09:12:00,2024-11-24 09:18:00,378.0,6.3,22,Other,last,long,10.0,"('רשת 13', '2024-11-24', 23)",3.0,37.0,1,העולם הבוקר,-0.04612302927392743
רשת 13,Other_first_long,2024-11-24 09:55:00,2024-11-24 10:01:00,324.0,5.4,15,Other,first,long,1.0,"('רשת 13', '2024-11-24', 33)",37.0,6.0,1,פותחים יום,0.29244885028943507
רשת 13,Other_first_short,2024-11-24 10:07:00,2024-11-24 10:07:00,18.0,0.3,3,Other,first,short,2.0,"('רשת 13', '2024-11-24', 33)",6.0,1.0,0,,
רשת 13,Other_first_short,2024-11-24 10:08:00,2024-11-24 10:08:00,18.0,0.3,3,Other,first,short,3.0,"('רשת 13', '2024-11-24', 33)",1.0,21.0,0,,
רשת 13,Other_middle_long,2024-11-24 10:29:00,2024-11-24 10:34:00,304.0,5.066666666666666,15,Other,middle,long,4.0,"('רשת 13', '2024-11-24', 33)",21.0,21.0,1,פותחים יום,0.37854349365248474
רשת 13,Other_middle_long,2024-11-24 10:55:00,2024-11-24 11:00:00,295.0,4.916666666666667,16,Other,middle,long,5.0,"('רשת 13', '2024-11-24', 33)",21.0,5.0,1,פותחים יום,-0.3641192333698678
רשת 13,Other_middle_short,2024-11-24 11:05:00,2024-11-24 11:05:00,18.0,0.3,3,Other,middle,short,6.0,"('רשת 13', '2024-11-24', 33)",5.0,1.0,0,,
רשת 13,Other_middle_short,2024-11-24 11:06:00,2024-11-24 11:06:00,18.0,0.3,3,Other,middle,short,7.0,"('רשת 13', '2024-11-24', 33)",1.0,23.0,0,,
רשת 13,Other_last_long,2024-11-24 11:29:00,2024-11-24 11:36:00,472.0,7.866666666666666,29,Other,last,long,8.0,"('רשת 13', '2024-11-24', 33)",23.0,29.0,1,פותחים יום,0.1427767170432485
רשת 13,News_last_short,2024-11-24 12:05:00,2024-11-24 12:06:00,18.0,0.3,3,News,last,short,1.0,"('רשת 13', '2024-11-24', 42)",29.0,0.0,0,,
רשת 13,News_last_short,2024-11-24 12:06:00,2024-11-24 12:06:00,18.0,0.3,3,News,last,short,2.0,"('רשת 13', '2024-11-24', 42)",0.0,26.0,0,,
רשת 13,Other_middle_long,2024-11-24 12:32:00,2024-11-24 12:36:00,235.0,3.9166666666666665,20,Other,middle,long,1.0,"('רשת 13', '2024-11-24', 45)",26.0,85.0,1,סטטוסקופ,-0.10539079070664717
רשת 13,Other_middle_short,2024-11-24 14:01:00,2024-11-24 14:02:00,18.0,0.3,3,Other,middle,short,1.0,"('רשת 13', '2024-11-24', 48)",85.0,0.0,0,,
רשת 13,Other_middle_long,2024-11-24 14:02:00,2024-11-24 14:07:00,298.0,4.966666666666667,22,Other,middle,long,2.0,"('רשת 13', '2024-11-24', 48)",0.0,35.0,0,,
רשת 13,Other_last_long,2024-11-24 14:42:00,2024-11-24 14:47:00,257.0,4.283333333333333,15,Other,last,long,3.0,"('רשת 13', '2024-11-24', 48)",35.0,0.0,0,,
רשת 13,Other_last_short,2024-11-24 14:47:00,2024-11-24 14:48:00,50.0,0.8333333333333334,7,Other,last,short,4.0,"('רשת 13', '2024-11-24', 48)",0.0,0.0,0,,
רשת 13,Other_last_short,2024-11-24 14:48:00,2024-11-24 14:49:00,18.0,0.3,3,Other,last,short,5.0,"('רשת 13', '2024-11-24', 48)",0.0,63.0,0,,
רשת 13,Other_first_long,2024-11-24 15:52:00,2024-11-24 15:57:00,305.0,5.083333333333333,18,Other,first,long,1.0,"('רשת 13', '2024-11-24', 52)",63.0,1.0,0,,
